4,5,0,4,1,3
3
",인,천,광,역,시, ,남,동,구, ,논,현,동, ,6,7,8,-,2, ,제,일,타,워
1,층,1,0,3,호,"
콜,다,방
다,방
1,7,6,5,9,8,.,0,8,4,1
41831,1,서울특별시 서초구 서초동 1327-29번지 서초파라곤 106호,스타벅스커피 서초파라곤점,커피숍,202355.1981,443637.8891
42078,1,서울특별시 용산구 갈월동 90-8,스타벅스남영동,커피숍,197477.9826,448957.2477
42085,1,서울특별시 용산구 용산동2가 산 1-3번지 1층,스타벅스서울타워점,커피숍,198994.0019,449630.9532
42087,1,서울특별시 서초구 서초동 1439-14번지 1층,스타벅스커피 서초동점,커피숍,201837.5694,442638.7807
42116,1,서울특별시 중구 삼각동 115번지 1층,스타벅스 을지로경기빌딩,커피숍,198448.8484,451658.3045
42150,1,서울특별시 성북구 길음동 20-1 현대백화점지하1층,스타벅스현대미아점,커피숍,202466.8011,456227.5717
42215,1,서울특별시 서대문구 충정로3가 464번지 (101호) 지상1층,스타벅스충정타워,커피숍,196752.764,450838.5976
42288,1,서울특별시 중구 을지로2가 199-33번지 1층,스타벅스 명동메트로,커피숍,198492.8019,451427.349
42345,1,서울특별시 양천구 신정동 981-15번지 지상1~2층,스타벅스신정DT점,커피숍,187455.9465,446655.868
42424,1,서울특별시 중구 을지로2가 204번지 삼화타워 1층 101호,스타벅스 을지로삼화타워,커피숍,198591.4875,451623.0202
42531,1,서울특별시 중구 태평로1가 25번지 1층,스타벅스 한국프레스센터점,커피숍,197964.0955,451694.0357
42596,1,서울특별시 서초구 서초동 1699-3 1층,스타벅스커피 교대법원점,커피숍,201114.6618,443800.338
42612,1,서울특별시 중구 남대문로5가 526번지 대우재단빌딩 1층1-1 ~ 2층 2-1A,스타벅스 대우재단빌딩점,커피숍,197738.779,450468.9431
42723,1,서울특별시 양천구 신정동 319-23번지 토피아빌딩 지상1층,스타벅스목동8단지점,커피숍,188335.8559,446489.6747
42873,1,서울특별시 성북구 성북동1가 35-1번지 101호,스타벅스 한성대입구역점,커피숍,200362.9989,454081.3418
42904,1,서울특별시 중구 명동2가 2-16번지 1.2.3층,스타벅스 명동 중앙로,커피숍,198674.6736,451271.2187
43042,1,서울특별시 서초구 서초동 1317-23 GT타워동관 (1층?),스타벅스커피 강남GT타워점,커피숍,202247.7061,443957.177
43099,1,서울특별시 성동구 성수동2가 333-16번지 이마트매장 (지상2층),스타벅스 성수이마트점,커피숍,204614.2727,448607.4413
43242,1,서울특별시 서초구 반포동 748-1 1층,스타벅스커피 신논현역점,커피숍,202020.5407,444789.8017
43245,1,서울특별시 중구 충무로1가 54번지 신세계백화점6F,스타벅스 신세계본점6F,커피숍,198253.896,450905.2845
43256,1,서울특별시 중구 저동2가 24-1번지,스타벅스 중구저동점,커피숍,199078.3726,451354.5064
43295,1,서울특별시 중구 필동2가 10번지 (충무빌딩 1층),스타벅스 충무로역점,커피숍,199393.7481,451020.3172
43337,1,서울특별시 관악구 봉천동 856-6번지 BS타워,스타벅스 관악서울대입구R점,커피숍,195749.8078,441904.518
43746,1,서울특별시 서대문구 남가좌동 385번지 DMC파크뷰자이,스타벅스 가재울뉴타운점,커피숍,192672.0675,452221.9607
45446,1,서울특별시 중구 을지로6가 18-12번지 2층 41호,스타벅스 동대문두타점,커피숍,200703.6256,451836.4583
46302,1,서울특별시 동작구 사당동 252-15 국민은행남성지점,스타벅스 남성역점,커피숍,197513.7186,442441.9497
46775,1,서울특별시 성북구 길음동 25-2 신세계 이마트 미아점 1~2층,스타벅스 미아이마트점,커피숍,202555.3009,456503.0662
48730,1,서울특별시 관악구 봉천동 1660-1번지,스타벅스 낙성대역점,커피숍,196499.3118,441722.928
48821,1,서울특별시 강남구 역삼동 648-22번지 D.A디에이성형외과,스타벅스 국기원사거리점,커피숍,202731.24,444156.6
50935,1,서울특별시 종로구 당주동 128-27번지 동원빌딩 1층,스타벅스 경희궁로점,커피숍,197484.9839,452162.3045
59532,1,서울특별시 용산구 한강로2가 342번지 1층 용산래미안상가 103호,스타벅스신용산역점,커피숍,196961.5918,447392.5912
59669,1,서울특별시 중구 남대문로5가 120-0번지 지상1층,스타벅스 남산단암점,커피숍,197761.3527,450694.3175
59989,1,서울특별시 성동구 도선동 58-1번지,스타벅스 왕십리역점,커피숍,202932.382,451169.5243
60072,1,서울특별시 용산구 갈월동 69-5 (지상1~3층),스타벅스숙대입구역점,커피숍,197451.0447,449107.8815
60346,1,서울특별시 서대문구 신촌동 134번지 신종합관 (지하2층),스타벅스 연세종합관점,커피숍,194584.9592,451381.5855
60727,1,서울특별시 서대문구 충정로2가 191번지 유원골드타워1층,스타벅스 경기대점,커피숍,196801.6616,451267.8097
60875,1,서울특별시 양천구 목동 404-13번지 목동센트럴푸르지오 101동 상가201호,스타벅스 오목교역점,커피숍,189031.8299,446838.0867
61023,1,서울특별시 성동구 하왕십리동 700번지,스타벅스 황학사거리점,커피숍,202310.0242,451594.7072
61051,1,서울특별시 송파구 문정동 651번지,스타벅스 문정역점,커피숍,210749,442560
61150,1,서울특별시 서초구 방배동 812-2 1층,스타벅스커피 방배점,커피숍,199099.266,443309.2397
61326,1,서울특별시 양천구 목동 923번지 세신비젼프라자 107호,스타벅스커피 목동7단지점,커피숍,188494.599,447318.6605
61351,1,서울특별시 서초구 잠원동 58-24번지 신반포11차상가 지하1층,스타벅스 반포역점,커피숍,201104.269,445266.6786
61417,1,서울특별시 성북구 동소문동2가 11번지,스타벅스삼선교점,커피숍,200571.6309,454038.3821
61567,1,서울특별시 성북구 종암동 3-686번지,스타벅스종암점,커피숍,202932.3846,455431.2683
61595,1,서울특별시 성북구 하월곡동 46-73 코업스타클래스 101-1,스타벅스 월곡역점,커피숍,203502.0041,455500.569
61708,1,서울특별시 성동구 성수동1가 14-33번지 정명빌딩 1층,스타벅스 뚝섬역점,커피숍,204270.5772,449354.5236
61709,1,서울특별시 성동구 성수동1가 14-33번지 정명빌딩 2층,스타벅스 뚝섬역점,커피숍,204270.5772,449354.5236
61710,1,서울특별시 성동구 성수동1가 14-33번지 정명빌딩 3층,스타벅스 뚝섬역점,커피숍,204270.5772,449354.5236
61738,1,서울특별시 서초구 서초동 1457-1번지 1층,스타벅스 남부터미널2점,커피숍,201188.4012,442464.4743
61761,1,서울특별시 서대문구 창천동 72-12번지 1~2층(일부) 케이스퀘어신촌,스타벅스 신촌역점,커피숍,194170.4082,450453.3605
61796,1,서울특별시 서대문구 대현동 11-1번지 이화여자대학교 이화캠퍼스복합단지(지하4층),스타벅스이대이씨씨(ECC)점,커피숍,195287.7664,451143.7893
61880,1,서울특별시 서대문구 창천동 13-19번지 준하빌딩 1층~5층,스타벅스 신촌명물거리점,커피숍,194463.7933,450617.148
61890,1,서울특별시 성동구 성수동2가 317-20번지 1층,스타벅스 성수역점,커피숍,204962.6586,448995.7614
61939,1,서울특별시 성북구 종암동 29-10번지,스타벅스 종암DT점,커피숍,203117.2825,454401.3604
61958,1,서울특별시 서초구 서초동 1327-5번지 1-2층,스타벅스강남삼성타운점,커피숍,202386.3251,443701.681
61959,1,서울특별시 영등포구 여의도동 36번지 롯데캐슬 앰파이어 1층 104호,스타벅스 롯데캐슬 여의도점,커피숍,193421.6283,446448.1576
62025,1,서울특별시 성북구 안암동5가 92번지,스타벅스 안암역점,커피숍,202644.6523,453759.8867
62043,1,서울특별시 성북구 하월곡동 89-7번지,스타벅스 미아점,커피숍,202521.2098,456141.6308
62143,1,서울특별시 서초구 방배동 908-10번지 유성빌딩 지상1층,스타벅스방배역점,커피숍,199722.1617,442202.6141
62163,1,서울특별시 서초구 서초동 1307-19번지 1-2층,스타벅스강남II점,커피숍,202178.3606,444206.9649
62215,1,서울특별시 서초구 서초동 1657-5번지 1층,스타벅스 교대점,커피숍,201188.2459,443351.1208
62381,1,서울특별시 서초구 서초동 1542-14번지 1층,스타벅스 서초역점,커피숍,200692.6101,443164.7088
62382,1,서울특별시 서초구 양재동 4-3번지 1층,스타벅스영동2교점,커피숍,203697.9224,442204.6013
62596,1,서울특별시 서대문구 대신동 115번지 연세재단Y빌딩 지하1층(실제층 1층),스타벅스 연대동문,커피숍,195188.2422,451572.5632
62623,1,서울특별시 서초구 서초동 1445-4번지 101호,스타벅스남부터미널점,커피숍,201430.9,442500.6304
62733,1,서울특별시 서초구 반포동 92-1번지 1층,스타벅스 서래마을입구점,커피숍,199798.1944,444116.1676
62818,1,서울특별시 송파구 잠실동 40-0번지 갤러리아팰리스 1층107호,스타벅스(갤러리아팰리스점),커피숍,208233.927,445435.2576
62885,1,서울특별시 중구 소공동 87-1번지 외3필지(지상1층),스타벅스 환구단점,커피숍,198172.1511,451350.9692
62898,1,서울특별시 중구 순화동 151번지 포스코더샾 A동 102호(지상1층),스타벅스순화동더샾점,커피숍,197462.1988,450878.2118
62965,1,서울특별시 용산구 한강로3가 40-999번지,스타벅스용산아이파크몰점,커피숍,196762.0774,447480.0396
63067,1,서울특별시 서대문구 창천동 33-9번지 외 1필지(33-10) 가호 2~4층,스타벅스연대점,커피숍,194336.735,450721.6391
63185,1,서울특별시 중구 황학동 2545번지 롯데캐슬베네치아,스타벅스 황학캐슬점,커피숍,201823.909,452076.8187
63233,1,서울특별시 은평구 응암동 90-1번지 (응암이마트지상1층),스타벅스은평이마트점,커피숍,192882.8377,455340.5406
63295,1,서울특별시 서초구 서초동 1318-8번지 1층,스타벅스 몬테소리점,커피숍,202305.7023,444007.8968
63312,1,서울특별시 송파구 방이동 89-12번지 올림픽스포츠센터 지상2층,스타벅스커피 올림픽아파트점,커피숍,211708.2647,445907.5829
63325,1,서울특별시 중구 서소문동 135번지 퍼시픽타워 지상 1층,스타벅스 퍼시픽 타워점,커피숍,197546.5912,451007.2804
63439,1,서울특별시 송파구 가락동 79번지 롯데캐슬파인힐 101-1호,스타벅스 가락시장역점,커피숍,210681.5759,443586.1879
63530,1,서울특별시 중구 남대문로5가 9-1번지 외8필지 남대문업무빌딩(지상1층),스타벅스 숭례문점,커피숍,197572.6089,450733.2113
63550,1,서울특별시 서초구 서초동 1451-95번지 1층,스타벅스 예술의전당점,커피숍,201124.6753,442107.3256
63683,1,서울특별시 송파구 잠실동 175번지 애플타워 1층,스타벅스 아시아선수촌점,커피숍,206919.4781,445370.2017
63728,1,서울특별시 송파구 장지동 884번지,스타벅스 송파위례점,커피숍,212681,442001
63748,1,서울특별시 서초구 서초동 1572-4번지 1층,스타벅스 서초법원점,커피숍,200973.9574,443398.8267
63764,1,서울특별시 영등포구 영등포동3가 2-21번지 지상1층,스타벅스커피 코리아 영등포본동점,커피숍,191935.8472,446275.9613
63880,1,서울특별시 영등포구 여의도동 17-9번지 더하우스소호 1층 109호(일부)~113호,스타벅스여의도KBSR점,커피숍,192696.2653,447151.9617
63944,1,서울특별시 송파구 방이동 181번지 지상1층 101호,스타벅스커피 올림픽공원남문점,커피숍,210806.1788,445687.2878
64055,1,서울특별시 서초구 방배동 907-1번지 다이치빌딩 101호,스타벅스 방배다이치빌딩점,커피숍,199584.6665,442461.9578
64087,1,서울특별시 영등포구 여의도동 35-4번지 한국화재보험협회 1층 일부,스타벅스여의도화재보험,커피숍,193417.0802,446590.4671
64135,1,서울특별시 서초구 반포동 19-3번지 센트럴시티빌딩 118-2호,스타벅스 센트럴F1점,커피숍,200250.4478,444683.2205
66021,1,서울특별시 양천구 목동 907-18번지 1층,스타벅스 목동파리공원점,커피숍,189224.6847,448126.3704
66873,1,서울특별시 성동구 금호동4가 1483번지,스타벅스 금호역점,커피숍,201284.6117,449529.8716
67839,1,서울특별시 서초구 방배동 1022-5번지 감정평가사회관 1층,스타벅스 방배로점,커피숍,199888.9356,441907.2291
67933,1,서울특별시 영등포구 영등포동4가 442번지 타임스퀘어,스타벅스타임스퀘어R점,커피숍,191385.0574,446098.5559
68437,1,서울특별시 용산구 효창동 13-2번지 용산 롯데캐슬 센터포레,스타벅스효창공원앞역점,커피숍,196660.7089,448557.6503
68549,1,서울특별시 성동구 성수동1가 656-335번지,스타벅스 서울숲역점,커피숍,203903.3536,448846.8202
68625,1,서울특별시 동작구 노량진동 333번지 고려교육타워-어바니엘한강,스타벅스 노량진동점,커피숍,195240.6265,445648.0721
68642,1,서울특별시 강남구 논현동 18-4번지 성일빌딩,스타벅스 신사역성일빌딩점,커피숍,201757.1057,445748.2452
82635,1,서울특별시 동작구 노량진동 62-8 이도타워,스타벅스노량진역점,커피숍,194703.2815,445682.7783
83070,1,서울특별시 동작구 상도동 475-5,스타벅스커피숭실대입구역점,커피숍,195819.4551,444158.1283
83079,1,서울특별시 강서구 등촌동 678-14번지 그랜드백화점 (지상 1층) 주차장동,스타벅스커피 발산역점,커피숍,185732.4244,450884.5288
83087,1,서울특별시 강서구 마곡동 773-2번지 마곡지엠지타워 (지상 1층) 117일부~120호,스타벅스 마곡GMG점,커피숍,184816,450938
