'번호','영업상태구분코드','소재지전체주소','사업장명','업태구분명','좌표정보(x)','좌표정보(y)' 
'40346','1','서울특별시 서대문구 남가좌동 322-18번지 3층','툰앤존 명지대점','커피숍','193279.2149','453226.2892'
'40352','1','서울특별시 중구 충무로3가 60-1번지 (1층)','(주)커피빈코리아 충무로극동빌딩점','커피숍','199145.3242','451040.4327'
'40357','1','서울특별시 양천구 목동 917-9번지 현대41타워 지상2층','타르타르목동점','커피숍','188953.0668','447333.5692'
'40360','1','서울특별시 서초구 반포동 114-3번지 심산기념문화센터','아프리카눈','커피숍','199155.9432','444069.6353'
'40366','1','서울특별시 서초구 서초동 1677-1번지 브라운스톤서초 106호','이즈커피','커피숍','201547.2635','443612.0487'
'40368','1','서울특별시 서초구 방배동 444-7번지 1층~4층','스타벅스커피 사당로데오점','커피숍','198353.8211','441680.7758'
'40370','1','서울특별시 서초구 양재동 305-11 102호','TARE Coffee Roasters(테어 커피 로스터스)','커피숍','203862.73','441348.675'
'40371','1','서울특별시 서초구 방배동 855-20번지 GH빌딩 101호','NJ Park(엔제이파크)','커피숍','199035.6537','442979.8765'
'40372','1','서울특별시 서초구 서초동 1327-10번지 1층','준 Jun','커피숍','202402.8763','443657.6866'
'40373','1','서울특별시 중구 봉래동2가 122-11번지','보일스커피','커피숍','197230.2061','450446.6844'
'40374','1','서울특별시 중구 필동2가 19-11번지','만랩커피','커피숍','199569.0756','450899.2809'
'40375','1','서울특별시 중구 남대문로5가 6-1','카페드콘서트','커피숍','197557.8268','450718.7485'
'40376','1','서울특별시 중구 순화동 216번지 AIA타워 1층 102호','잇츠크리스피','커피숍','197408.0382','450940.511'
'40377','1','서울특별시 중구 오장동 69-29번지','이디야커피','커피숍','199942.4477','451369.8852'
'40380','1','서울특별시 중구 을지로6가 17-2번지 현대시티타워 1층','조앤더주스 동대문점','커피숍','200613.5103','451817.5154'
'40384','1','서울특별시 중구 충무로1가 52-5번지 5층','스타벅스 신세계본점 5F','커피숍','198263.9084','450960.763'
'40387','1','서울특별시 중구 순화동 151번지 순화동더샾 1층112호','GS25 라마다호텔점','커피숍','197462.1988','450878.2118'
'40388','1','서울특별시 중구 남창동 62-1번지 1층','커피콩콩','커피숍','197907.5877','450655.8415'
'40390','1','서울특별시 은평구 응암동 119-3번지','헬로커피','커피숍','192727.1262','454879.3976'
'40393','1','서울특별시 서대문구 홍은동 274-4번지 1층','자연꽃카페','커피숍','194171.6752','453208.5937'
'40394','1','서울특별시 중구 봉래동1가 88-1번지 1층','투썸플레이스(중구YTN3점)','커피숍','197535.5461','450745.8083'
'40395','1','서울특별시 서초구 방배동 873-23번지 성원빌딩 102호','스테이블 커피 로스터스','커피숍','199187.8111','442896.5556'
'40398','1','서울특별시 서초구 반포동 118-3 센트럴시티 반포천 복개주차장 4층  BP4-10호','이마트24 메리어트점','커피숍','200514.003','444644.7712'
'40399','1','서울특별시 중구 묵정동 1-2번지 외1필지 외래센터건물 지상3층','와플반트 제일병원점','커피숍','199902.1693','451055.5849'
'40404','1','서울특별시 서대문구 연희동 194-37 1층','(사)탈북여성지원 지에프에스우물가 동서한방점','커피숍','193759.8056','451374.1369'
'40414','1','서울특별시 중구 광희동1가 299-1번지','알로우','커피숍','200254.7157','451392.1053'
'40416','1','서울특별시 서초구 방배동 936-8번지 1층 106호','모멘츠마켓','커피숍','199369.6494','442705.4883'
'40417','1','서울특별시 서초구 반포동 551-33번지 비101호','팔러엠(Parlor M)','커피숍','199987.6271','443874.0916'
'40418','1','서울특별시 서초구 방배동 773-17번지 102호','EDIYA COFFEE(이디야 커피)','커피숍','199039.8874','443553.7312'
'40424','1','서울특별시 중구 충무로2가 62-17번지 1~2층','32파르페 명동점','커피숍','198772.7','451048.8046'
'40425','1','서울특별시 중구 서소문동 37 13층','다락','커피숍','197672.2135','451336.7184'
'40427','1','서울특별시 서대문구 북아현동 144-1번지 지상1층','탄트라','커피숍','196024.0491','450966.0775'
'40428','1','서울특별시 서초구 서초동 1329번지 1층','사푼사푼 강남점','커피숍','202477.217','443573.0889'
'40430','1','서울특별시 서대문구 대현동 34-40 2층','그릭데이 이대점','커피숍','194977.6905','450813.1529'
'40431','1','서울특별시 서대문구 대현동 56-58번지','커피마마 이대점','커피숍','195060.9654','450726.3224'
'40433','1','서울특별시 중구 남대문로5가 84-11번지','슈가링스','커피숍','197612.9951','450539.8577'
'40435','1','서울특별시 중구 신당동 777번지 7층','빈스 스퀘어','커피숍','200982.7091','451817.384'
'40437','1','서울특별시 중구 황학동 2545 롯데케슬베네치아 메가몰동 1층 1225호','더치앤빈 황학롯데캐슬점','커피숍','201823.909','452076.8187'
'40438','1','서울특별시 서초구 양재동 108-6번지 1층 2호','공차 양재본점','커피숍','203255.9666','441678.218'
'40442','1','서울특별시 중구 을지로2가 197번지 을지입구지하상가 지하1층 43호','오커피','커피숍','198502.2425','451514.2641'
'40443','1','서울특별시 중구 장충동2가 202번지 호텔신라본관 직원식당내 3층','(주)보나비 아티제 서울호텔점','커피숍','200463.6253','450497.4609'
'40445','1','서울특별시 중구 을지로5가 275-5번지 신한빌딩  1층','가을커피','커피숍','200171.0126','451488.6616'
'40448','1','서울특별시 서대문구 대신동 125-27번지 화인빌딩1층','GS25연대동문점','커피숍','195226.4743','451634.7226'
'40451','1','서울특별시 서대문구 남가좌동 324-35번지 101호~103호','아마스빈','커피숍','193224.9106','453018.4784'
'40453','1','서울특별시 서초구 반포동 118-3번지 외7필지 4층 BP4-9호','스타벅스 파미에파크R점','커피숍','200514.003','444644.7712'
'40458','1','서울특별시 서대문구 대현동 37-1번지 8층','이화다방','커피숍','195009.0552','450749.503'
'40461','1','서울특별시 서대문구 연희동 189-6번지','아자코','커피숍','193614.2606','451571.644'
'40463','1','서울특별시 서대문구 대현동 56-126번지','빈스빈스커피 이대점','커피숍','195110.2363','450729.9793'
'40466','1','서울특별시 서초구 잠원동 18-1 1층','씨유 잠원새롬점','커피숍','201378.0416','445847.8495'
'40475','1','서울특별시 서초구 신원동 493-4번지','신원','커피숍','204442.3863','439131.4456'
'40479','1','서울특별시 중구 충정로1가 75-1번지 농협중앙회 본관 지하2층','카페''같이''','커피숍','197143.1041','451569.7614'
'40480','1','서울특별시 중구 신당동 370-56번지','토마토','커피숍','200956.0021','450523.0196'
'40481','1','서울특별시 중구 장충동2가 197번지','다담에뜰','커피숍','200288.8198','450600.4046'
'40484','1','서울특별시 서초구 서초동 1303-10번지 서초한일유앤아이주상복합 210호','CAFE 내자리','커피숍','202014.2066','444556.4871'
'40485','1','서울특별시 서초구 양재동 269번지 상원빌딩 1층','커피볶는집 낙타','커피숍','203771.9603','441458.419'
'40487','1','서울특별시 서초구 서초동 1542-1번지 110호','빽다방 서초역점','커피숍','200667.1044','443263.222'
'40495','1','서울특별시 중구 명동2가 50-6 2층','카페 쌔미(명동점)','커피숍','198552.6526','451254.2352'
'40496','1','서울특별시 중구 태평로1가 25-3 1층','카페파스쿠찌 서울시청점','커피숍','197973.5009','451752.1308'
'40497','1','서울특별시 중구 충무로4가 125번지 충무로역 지하1층','델트렌 충무로역지점','커피숍','199538.3241','451030.2478'
'40503','1','서울특별시 서대문구 대현동 60-8번지 1층','팔공티 (이대점)','커피숍','195150.8579','450752.6027'
'40504','1','서울특별시 서대문구 북아현동 149번지 e편한세상신촌 1층 상가동 107호','스타벅스 아현역점','커피숍','195993.9946','450618.5921'
'40509','1','서울특별시 서초구 서초동 1366-18번지 신방빌딩 1층','THE CAFE SHEENBANG(더카페 신방)','커피숍','202777.0269','442489.2753'
'40510','1','서울특별시 서초구 양재동 217 서울오토갤러리 은관 나동 비113호','던킨도너츠 양재오토갤러리점','커피숍','203059.6467','439960.5331'
'40511','1','서울특별시 서초구 서초동 1627-2번지 1층','MOZ(시다모)','커피숍','201450.6209','442970.6462'
'40512','1','서울특별시 양천구 신정동 318-12번지 삼성쉐르빌2','리인','커피숍','188477.5122','446607.0307'
'40518','1','서울특별시 서초구 서초동 1552-2번지 1층','자바트래커(Javatrekker)','커피숍','200719.6409','443224.824'
'40522','1','서울특별시 서대문구 북아현동 189-2번지 지하1층~1층','보데이셔스','커피숍','195666.4516','451394.0229'
'40523','1','서울특별시 서초구 서초동 1303-9번지 1층2호','커피니 강남교보타워점','커피숍','202017.9568','444583.2282'
'40528','1','서울특별시 서대문구 냉천동 18-1번지 1층 103호','카페노냥','커피숍','196798.7966','451664.6595'
'40529','1','서울특별시 중구 을지로4가 261번지 을지로4가역 역사내 지하1층 7번출구','커피니 을지로4가역점','커피숍','',''
'40531','1','서울특별시 서초구 반포동 91-7번지 백림제2빌딩 5층','CAFE SKY & LIBRARY(카페하늘도서관)','커피숍','199804.8789','443969.1538'
'40539','1','서울특별시 서초구 서초동 1443-1번지 서광빌딩 1층 108','카페 하타다','커피숍','201564.5763','442562.9012'
'40541','1','서울특별시 서초구 양재동 377-5번지','버블티 폭스노즈','커피숍','204013.915','441084.5998'
'40542','1','서울특별시 서초구 방배동 479-5번지 신관 1층','웰어스','커피숍','198743.8669','441538.7071'
'40548','1','서울특별시 중구 중림동 397-20번지 1층','굿커피 충정로점','커피숍','196728.3039','450736.9843'
'40549','1','서울특별시 서초구 방배동 1656번지 1층 102호','빈스커피 이수점','커피숍','198431.2518','442836.9922'
'40550','1','서울특별시 서초구 반포동 735-12번지 1층 101호','카페크리스마스(caffe christmas)','커피숍','201877.8086','445008.5748'
'40551','1','서울특별시 서초구 양재동 23번지 환승주차장상가 111호','이디야 커피(EDIYA COFFEE)','커피숍','202962.2078','442366.9298'
'40554','1','서울특별시 서초구 서초동 1555-1번지 1층','엠엠티에이치055(MMTH055)','커피숍','200826.8531','443287.1894'
'40557','1','서울특별시 중구 태평로1가 31번지 지하철1호선 지하1층 시청역사내(을지입구측)','쌀빵','커피숍','198004.7379','451589.339'
'40558','1','서울특별시 중구 신당동 226-3번지 대승빌딩 2층','커피베이(신당점)','커피숍','200893.119','451354.6773'
'40559','1','서울특별시 중구 신당동 372-96번지 1층 105호','브레드원(BREADONE)','커피숍','200893.9657','450010.1909'
'40561','1','서울특별시 양천구 목동 923-12번지 서울이동통신빌딩 지상1층','세가프레도 목동점','커피숍','188572.0161','447304.7974'
'40564','1','서울특별시 양천구 목동 916번지 현대백화점 지하1층','에이티게임(주)목동점','커피숍','188884.0756','447186.8886'
'40568','1','서울특별시 서초구 양재동 14-19번지 1층','미스터브리즈(Mr. Breeze)','커피숍','203158.6945','442290.9076'
'40574','1','서울특별시 서대문구 대현동 34-44번지 1층 2호','카페코지','커피숍','194978.3834','450804.2338'
'40576','1','서울특별시 서초구 서초동 1366-9 신분당선 양재역사 지하1층 34호','파스쿠찌 신분당양재역점','커피숍','202882.879','442509.973'
'40578','1','서울특별시 성동구 하왕십리동 700','카페라제스(CAFE LAZES)','커피숍','202310.0242','451594.7072'
'40580','1','서울특별시 서초구 방배동 754-1번지 롯데캐슬헤론상가 103-1호','패기파이 방배카페골목점','커피숍','198542.4874','443859.3596'
'40585','1','서울특별시 중구 장충동1가 62-35번지 1층','스타벅스 동대입구역점','커피숍','200478.4265','450822.6102'
'40587','1','서울특별시 중구 신당동 340-127번지 101호','하이디하우스','커피숍','201030.2067','450411.5858'
'40591','1','서울특별시 양천구 목동 962번지 지하2층','더카페','커피숍','188472.7592','447091.856'
'40595','1','서울특별시 중구 남창동 49-1번지 쥬얼파크상가 E동 1층','2Z커피(이지Coffee)','커피숍','197982.9966','450791.0739'
'40596','1','서울특별시 중구 쌍림동 158-1번지 1층','빈토스(BEAN TOSS)','커피숍','200321.5786','451283.0721'
'40597','1','서울특별시 중구 을지로1가 37번지 1층','공차 시청점','커피숍','198139.29','451612.4388'
'40598','1','서울특별시 중구 신당동 304-253번지 1층','로뎀나무 카페','커피숍','200879.3958','451207.6251'
'40599','1','서울특별시 중구 남대문로3가 98번지 1층','이디야커피 한국은행점','커피숍','198071.7464','451018.63'
'40602','1','서울특별시 서초구 방배동 924-9번지 1층','CONA CAFE (코나카페)','커피숍','199556.5398','442339.9635'
'40603','1','서울특별시 서초구 방배동 860-6번지 1층','라이크잇 커피앤북스','커피숍','198781.1241','442842.2342'
'40604','1','서울특별시 서초구 반포동 128-4번지 강남터미널지하쇼핑몰 T-012호','빽다방 반포고투몰2호점','커피숍','200367.5886','444873.4378'
'40605','1','서울특별시 서초구 서초동 1671-5번지 서초리시온 110호','THE VENTI(더 벤티) 교대점','커피숍','201295.7','443474.5249'
'40607','1','서울특별시 양천구 목동 738-10번지 지상1층','맑음','커피숍','188221.3583','448451.545'
'40608','1','서울특별시 양천구 신월동 447-1번지 지상2층 202호','나눔파티','커피숍','185900.0827','447031.5385'
'40613','1','서울특별시 양천구 목동 905-33번지 목동스카이포레 지상1층 103호','더먹스(TheMugs)','커피숍','188972.8827','447738.6708'
'40615','1','서울특별시 양천구 목동 324-55번지 지상1층','퍼블릭맨션','커피숍','187785.8061','449042.9559'
'40616','1','서울특별시 양천구 신월동 114-18번지 신영시장 지상1층','더마실카페양천점','커피숍','185437.1318','447877.1221'
'40617','1','서울특별시 양천구 목동 916번지 현대백화점목동점 지하2층','오설록','커피숍','188884.0756','447186.8886'
'40618','1','서울특별시 양천구 신정동 922-17번지 지상1층','이디야커피신정역점','커피숍','187082.051','446981.8298'
'40619','1','서울특별시 양천구 신월동 52-4번지 지상1층','커피에반젤린','커피숍','184682.2756','448448.2732'
'40622','1','서울특별시 중구 명동2가 32-17번지 1층','이디야커피명동중앙점','커피숍','198630.4384','451188.0856'
'40623','1','서울특별시 중구 신당동 369-59번지 1층','신떡순(약수역점)','커피숍','200904.815','450297.4475'
'40624','1','서울특별시 서초구 반포동 162번지 3호선 고속터미널역 지하2층 C-7호','C cafe 고속터미널점','커피숍','',''
'40626','1','서울특별시 서대문구 북아현동 129-56','요거프레소','커피숍','196094.227','450888.3437'
'40627','1','서울특별시 서대문구 미근동 21-1번지','투썸플레이스서대문KT&G타워점','커피숍','196947.2497','451285.8258'
'40632','1','서울특별시 서초구 방배동 784-11번지 101호','일상 커피 컴패니','커피숍','198498.2591','443315.7008'
'40633','1','서울특별시 서초구 양재동 11-149 1층','커피앳웍스(coffee@works)','커피숍','203232.4993','442475.5446'
'40635','1','서울특별시 서초구 방배동 455-15번지 1층','HELMUT(헬무트)','커피숍','198447.2363','442062.918'
'40636','1','서울특별시 서초구 우면동 142번지 한국교총 B1층','S카페','커피숍','202470.0436','440387.3864'
'40640','1','서울특별시 은평구 역촌동 42-26번지 1층','SHINY(샤이니)','커피숍','192765.9463','455463.7079'
'40645','1','서울특별시 중구 신당동 321-1번지 2층','까망PC','커피숍','201236.2355','450800.4322'
'40650','1','서울특별시 서대문구 연희동 81-11번지 1~2층','마리아떼','커피숍','194134.6856','452158.3579'
'40651','1','서울특별시 서대문구 북아현동 129-37번지 북아현동주민센터 2층','북아현마을 북카페','커피숍','196133.7287','450801.2035'
'40662','1','서울특별시 서대문구 홍은동 400-36번지','애플토스트/커피','커피숍','193416.4702','453226.0469'
'40663','1','서울특별시 서대문구 홍제동 173-17번지 1층','커피향기','커피숍','195039.0936','453926.7767'
'40667','1','서울특별시 성동구 성수동2가 278-35번지 (지상1층)','커피코코','커피숍','205366.1824','449297.5177'
'40669','1','서울특별시 양천구 신월동 932-1번지 지상1층','이디야신월7동점','커피숍','185164.2746','446701.0135'
'40671','1','서울특별시 양천구 신정동 128-112번지 지상1층','와츄홀릭','커피숍','188827.4975','446270.3963'
'40672','1','서울특별시 양천구 목동 902번지 목동신시가지아파트2단지 지상2층 상가에이동 202호','크라스플러스목동3점','커피숍','188965.7388','448365.714'
'40673','1','서울특별시 양천구 신월동 961-5번지 지상1층 2호','쥬씨신월동점','커피숍','185239.7577','446682.4469'
'40674','1','서울특별시 서대문구 북가좌동 337-37번지 1층 101호','씨유북가좌제일점','커피숍','192325.5888','453650.6543'
'40678','1','서울특별시 서대문구 연희동 134-18번지','오늘','커피숍','193919.0841','451801.0331'
'40679','1','서울특별시 서대문구 대현동 56-60번지','대림','커피숍','195044.0632','450739.7571'
'40680','1','서울특별시 서대문구 북아현동 126-13번지','미스터브리즈커피','커피숍','196176.646','450588.0031'
'40681','1','서울특별시 서대문구 신촌동 134번지 연세암센터 지하1층','파스쿠찌연세세브란스1호점','커피숍','194584.9592','451381.5855'
'40682','1','서울특별시 서대문구 신촌동 134번지 5층 연세세브란스 암병원','연세세브란스2호 파스쿠찌','커피숍','194584.9592','451381.5855'
'40684','1','서울특별시 중구 쌍림동 22-1번지 1층','코피루왁','커피숍','200349.7047','451312.7633'
'40685','1','서울특별시 중구 필동1가 40-1번지 1층','까페베네(충무로역점)','커피숍','199298.9075','450999.1894'
'40686','1','서울특별시 서초구 서초동 1694-6번지 신우빌딩 1층','라온제나','커피숍','201175.1221','443676.2751'
'40689','1','서울특별시 서초구 잠원동 60-3번지 외 3필지 지하 15호','D샵(디샵)','커피숍','201024.4814','445492.3342'
'40690','1','서울특별시 양천구 신정동 1016-9번지 지하1층','숙커피숍','커피숍','187751.4817','446594.0347'
'40691','1','서울특별시 양천구 신월동 987-1번지 지상1층 110호','더블에이치','커피숍','185263.8655','446199.4924'
'40692','1','서울특별시 성동구 성수동2가 310-21번지 지상1층','원 빈(one bean)','커피숍','204686.0534','448895.7201'
'40693','1','서울특별시 양천구 목동 946-1번지 목동문화체육센터 B1층','랠리목동점','커피숍','188279.6626','449017.8255'
'40696','1','서울특별시 양천구 목동 908-34번지 부영그린타운 3차 1동 116호','스타벅스커피목동5단지점','커피숍','189519.8625','448282.2561'
'40698','1','서울특별시 중구 다동 33번지 지상1층','투썸플레이스예금보험공사점','커피숍','198229.9512','451804.346'
'40700','1','서울특별시 성동구 성수동2가 281-16번지 지상1층 104호','카페자스','커피숍','205753.2505','449482.0338'
'40702','1','서울특별시 성동구 행당동 346번지 행당한진종합종가 지하119호','카페도쎄(Cafe Doce)','커피숍','202511.1429','450401.3037'
'40703','1','서울특별시 서초구 반포동 19-3번지 (주)신세계 강남점 지하1층','DEAN & DELUCA(딘 앤 델루카)','커피숍','200250.4478','444683.2205'
'40705','1','서울특별시 중구 신당동 45번지 상가1층 2-4호','더커피(THE COFFEE)','커피숍','',''
'40706','1','서울특별시 서초구 서초동 1706-3번지 106호','카페 후르티바','커피숍','200749.0045','443563.0391'
'40707','1','서울특별시 서초구 양재동 256-5번지 103호','Specialty Coffee(스페셜티커피)','커피숍','203738.825','441282.81'
'40711','1','서울특별시 중구 저동2가 48-27번지 1층','투썸플레이스(중부점)','커피숍','199088.3227','451230.6101'
'40712','1','서울특별시 서대문구 연희동 87-7번지 외 1필지(87-8) 1~2층 전체','스타벅스커피연희DT점','커피숍','194096.2291','451998.6006'
'40714','1','서울특별시 중구 남대문로2가 130번지 지하1','폴바셋 롯데본점','커피숍','198333.4709','451313.4129'
'40718','1','서울특별시 중구 순화동 7번지 일보빌딩 2층','(주)보나비 아티제 서소문빌딩점','커피숍','197375.1838','451036.5954'
'40720','1','서울특별시 양천구 목동 506-7번지 효명 지상1층 2동 103호','에이비씨커피목동점','커피숍','188540.1745','449290.7331'
'40721','1','서울특별시 양천구 신정동 197-2번지 지상1층','커피마마','커피숍','187809.858','444959.1656'
'40726','1','서울특별시 서대문구 충정로2가 91-2번지 1층','커피온리(서대문역점)','커피숍','196899.2427','451416.6843'
'40727','1','서울특별시 서대문구 홍은동 204-8번지 1층','세븐일레븐 홍은힐튼점','커피숍','194199.4004','454188.8063'
'40728','1','서울특별시 서대문구 연희동 188-85번지 1층','더블류피(W.P)','커피숍','193711.3772','451563.1706'
'40736','1','서울특별시 서대문구 신촌동 134번지 백양로재창조컴플렉스 지하2층','스타벅스커피 연세백양로점','커피숍','194584.9592','451381.5855'
'40743','1','서울특별시 중구 오장동 145-9번지 1층','아라누리','커피숍','200007.7064','451436.2936'
'40744','1','서울특별시 중구 명동1가 46-3번지 1층~3층','공차(Gong Cha)','커피숍','198558.0367','451340.4793'
'40746','1','서울특별시 중구 필동2가 22-5번지 1층','봉구스 밥버거','커피숍','199605.6677','450877.269'
'40747','1','서울특별시 중구 북창동 99-3번지 (1층)','카페에비뉴','커피숍','197947.6512','451086.9598'
'40748','1','서울특별시 중구 신당동 373-42번지 1층','더커피샵(The coffee #)','커피숍','200953.3476','450275.9192'
'40751','1','서울특별시 양천구 신정동 296-91번지 양천구보훈회관 1층','양천시니어클럽','커피숍','188720.1307','446360.2919'
'40753','1','서울특별시 성동구 성수동1가 668-109번지 지상1층','푸르너스가든','커피숍','203790.3422','449309.558'
'40755','1','서울특별시 서대문구 홍제동 268-15번지','아뜨리에','커피숍','195232.4568','454306.5351'
'40756','1','서울특별시 성동구 행당동 168-200번지 왕십리민자역사(enter-6) 지하1층','스타벅스엔터식스점','커피숍','203292.1519','451267.7309'
'40758','1','서울특별시 성동구 홍익동 305-7번지','카페마운틴','커피숍','202779.7713','451490.6999'
'40759','1','서울특별시 성동구 성수동2가 277-24번지','글로우(GLOW)','커피숍','205116.2986','449289.3547'
'40760','1','서울특별시 서초구 우면동 725 네이처프라자 110호','브알라 서초1호점','커피숍','202144.0753','440208.8439'
'40764','1','서울특별시 서대문구 충정로2가 184-4번지','카페 띠아모 경기대점','커피숍','196723.5823','451317.4397'
'40769','1','서울특별시 중구 을지로2가 198번지 OPUS11빌딩 1층','스타벅스 을지로한국빌딩','커피숍','198459.6563','451484.997'
'40771','1','서울특별시 중구 을지로1가 89-1번지 지하철2호선 을지로입구역 지하1층','밥#','커피숍','',''
'40781','1','서울특별시 중구 충정로1가 68번지','오가다','커피숍','197164.2265','451647.6741'
'40782','1','서울특별시 중구 을지로6가 18-12번지','이지웨이 두산타워점','커피숍','200703.6256','451836.4583'
'40783','1','서울특별시 중구 남창동 50-42번지 1층','커피 앤드 향','커피숍','197904.5704','450747.8084'
'40785','1','서울특별시 서초구 서초동 1682번지 서초래미안아파트 상가동 B12호','SMALL CAFE(스몰 카페)','커피숍','201600.3947','444038.7625'
'40786','1','서울특별시 서초구 서초동 1510-1번지 선업빌딩','고품격 커피공장','커피숍','200599.3444','442710.9042'
'40788','1','서울특별시 서대문구 홍제동 273-24번지 지하1층~1층','셀렉토 커피 홍제점','커피숍','195267.4816','454361.6231'
'40789','1','서울특별시 서대문구 연희동 344-199번지 1층','지에스(GS)25 연희진성점','커피숍','193834.1362','451140.3301'
'40792','1','서울특별시 서대문구 홍제동 299-2번지 2층','스타칼라 스넥','커피숍','194871.777','454233.6754'
'40793','1','서울특별시 서대문구 연희동 134-28 1층','카페 연희동','커피숍','193851.2982','451768.302'
'40795','1','서울특별시 서초구 서초동 1464-22번지 1층','스타벅스커피 서울아트센터점','커피숍','201023.3781','442054.4252'
'40796','1','서울특별시 중구 명동2가 83-5번지 눈스퀘어 6층','주커피 명동눈스퀘어점','커피숍','198418.7417','451237.1686'
'40798','1','서울특별시 중구 남창동 52-1번지','주빈(JU&BEAN)','커피숍','197902.1461','450720.7113'
'40799','1','서울특별시 중구 을지로6가 21-31번지 5층','디자이너스 카페인','커피숍','200548.0388','451497.6266'
'40803','1','서울특별시 중구 수표동 99번지 시그니쳐타워 지하1층','랄랄라350','커피숍','198916.6535','451694.8429'
'40809','1','서울특별시 양천구 목동 917-9번지 현대41타워1층제1-23호','컴포즈커피오목교점','커피숍','188953.0668','447333.5692'
'40812','1','서울특별시 성동구 성수동2가 325-17번지','훔볼트','커피숍','204851.8031','448652.2987'
'40813','1','서울특별시 성동구 성수동1가 16-41번지','에스키모','커피숍','204499.6385','449014.9203'
'40815','1','서울특별시 성동구 성수동1가 685-450번지','맛차차(matchacha)','커피숍','203520.3517','449396.2904'
'40817','1','서울특별시 서대문구 대현동 90-105번지 지층','더착한커피 이대점','커피숍','195025.5749','450577.2228'
'40820','1','서울특별시 중구 충무로2가 51-7번지 1층','(주)편강도원','커피숍','199073.3649','451041.6131'
'40822','1','서울특별시 중구 중림동 473번지 1층','쏘나타(SONATA)','커피숍','197088.0981','450865.6362'
'40827','1','서울특별시 서대문구 창천동 29-16번지','작은카페','커피숍','194504.0612','450459.1521'
'40830','1','서울특별시 중구 필동1가 19-3번지 1층','시떼드까페(cit''e de caf''e)','커피숍','199201.915','450999.6615'
'40834','1','서울특별시 양천구 목동 917-6번지 행복한세상백화점 지상1층','카페홀릭목동지점','커피숍','188977.1711','447466.355'
'40835','1','서울특별시 양천구 신월동 444-13번지 지상1층','커피베이강서초교점','커피숍','186025.3737','446707.6835'
'40837','1','서울특별시 중구 회현동1가 48-1번지 1층','와하하커피','커피숍','198381.9133','450589.741'
'40838','1','서울특별시 중구 저동2가 82-1번지 1층','카페 베리타스','커피숍','198975.8698','451476.3955'
'40839','1','서울특별시 중구 을지로2가 101-44번지 1층','커피밀','커피숍','198921.4162','451595.5792'
'40840','1','서울특별시 중구 저동2가 84-11번지 1층','수 커피볶는집','커피숍','198980.465','451429.6944'
'40844','1','서울특별시 서대문구 창천동 57-61번지 1층','더파이홀','커피숍','194192.7785','450534.0677'
'40851','1','서울특별시 서초구 양재동 11-149 지하1층','잠바주스 양재사옥점(Jamba Juice)','커피숍','203232.4993','442475.5446'
'40852','1','서울특별시 서초구 양재동 11-149 지하1층','리나스양재점','커피숍','203232.4993','442475.5446'
'40855','1','서울특별시 중구 을지로6가 18-185번지 밀리오레 9층','로리엔','커피숍','200664.5829','451781.8684'
'40856','1','서울특별시 중구 필동1가 36-2번지 지상1층','이디야커피','커피숍','199272.3503','450950.1703'
'40858','1','서울특별시 중구 을지로3가 291-23번지 1층','C-200 수제커피전문점','커피숍','199300.5978','451534.1202'
'40862','1','서울특별시 성동구 성수동2가 284-55번지','더카페/서울숲 SK V1','커피숍','204495.6502','449405.6116'
'40865','1','서울특별시 서초구 반포동 19-3번지 센트럴시티 106호','STARBUCKS COFFEE(스타벅스커피 센트럴시티점)','커피숍','200250.4478','444683.2205'
'40866','1','서울특별시 서초구 양재동 348-5 1층 1호','cafe rainbow (카페 레인보우)','커피숍','203708.906','440597.2692'
'40867','1','서울특별시 서초구 우면동 721-1번지 우면프라자 404호','네츄럴웨이브카페','커피숍','202190.1373','440262.2709'
'40870','1','서울특별시 서대문구 대현동 33-14번지 지상1층','셔틀즈','커피숍','195091.7984','450785.6315'
'40874','1','서울특별시 서대문구 연희동 130-13번지 1층','수가(soo''ga)','커피숍','193646.2215','451677.1893'
'40878','1','서울특별시 양천구 목동 907-3번지 사회적경제지원센터 지상1층','희망카페2호점(사회적경제지원센터점)','커피숍','189199.5865','448111.7082'
'40879','1','서울특별시 서초구 서초동 1303-16번지 B102~B105호','스타벅스커피 강남에비뉴','커피숍','202044.6291','444504.1128'
'40880','1','서울특별시 서초구 서초동 1671-5번지 서초대림리시온아파트상가 117호','커피에 반하다 서울교대역점','커피숍','201295.7','443474.5249'
'40881','1','서울특별시 서초구 서초동 1598-1번지 103호','요거프레소 서울교대점','커피숍','201181.2775','442874.506'
'40883','1','서울특별시 서초구 방배동 910-11번지 지하 1층','프렌즈PC','커피숍','199637.5387','442248.5116'
'40884','1','서울특별시 중구 남창동 9-18','바재커피(VAZE COFFEE)','커피숍','198049.5118','450785.995'
'40885','1','서울특별시 중구 서소문동 75번지 지하1층','스타벅스 서소문로점','커피숍','197693','451195'
'40888','1','서울특별시 성동구 하왕십리동 1070-3번지','스타벅스 상왕십리역점','커피숍','202407.0875','451424.1977'
'40890','1','서울특별시 중구 회현동2가 88번지 스테이트 남산 지하1층 B107호','스타벅스 남산스테이트','커피숍','198420.987','450877.8749'
'40891','1','서울특별시 서초구 서초동 1601-1번지 브이샤르망 1층 108호','공차','커피숍','201213.927','442658.694'
'40893','1','서울특별시 서대문구 북가좌동 103-2번지 1층','쥬씨 가재울점','커피숍','192243.8571','452591.5461'
