'번호','영업상태구분코드','소재지전체주소','사업장명','업태구분명','좌표정보(x)','좌표정보(y)' 
'82652','1','서울특별시 강서구 등촌동 78-7번지 외 1필지 길훈엔트런스빌 (지상 1층) 105호','메가커피','커피숍','187087.0789','450966.9983'
'82653','1','서울특별시 강서구 방화동 612-6번지 1층','꽃보다 꽈배기','커피숍','183163.787','451289.8383'
'82654','1','서울특별시 강북구 미아동 207-3번지 (도봉로207)(지상1층)','이디야','커피숍','202176.1901','458307.0222'
'82659','1','서울특별시 강서구 방화동 817번지 (방화3동) 206~7호','필레오','커피숍','183340.0397','453050.7338'
'82670','1','서울특별시 동작구 동작동 333번지','테크네','커피숍','198161.2925','443614.336'
'82674','1','서울특별시 동작구 사당동 319-40번지','십사일커피(14일커피)','커피숍','197786.1647','442181.33'
'82675','1','서울특별시 동작구 노량진동 119-89번지 광보의원','카페브런디(cafe BRUND)','커피숍','195001.7471','445456.0182'
'82676','1','서울특별시 강서구 방화동 817-0번지 동성아파트상가 (지상 1층) 103호','카페엔드','커피숍','183340.0397','453050.7338'
'82678','1','서울특별시 강서구 등촌동 663-3번지 1층','셀렉토커피(등촌성당점)','커피숍','186287.6073','450738.1484'
'82679','1','서울특별시 강서구 등촌동 73-1번지 금부빌딩 (지상 4층)','롯데컬처웍스(주)롯데시네마 가양엔젤리너스','커피숍','186966.0362','451047.2873'
'82684','1','서울특별시 강서구 마곡동 326-9번지 2층','필립앤노아','커피숍','184254.4413','452264.653'
'82685','1','서울특별시 동작구 상도동 214-295','토프레소 상도점','커피숍','194976.3579','443800.5754'
'82689','1','서울특별시 강동구 성내동 319-33번지 1층 2호','카페자스','커피숍','210630.2094','447629.1373'
'82691','1','서울특별시 동작구 흑석동 221 중앙대학교 약대 R&D 지하1층','블루포트 중앙대학교점','커피숍','196122.6786','444705.5302'
'82698','1','서울특별시 동작구 노량진동 39-8번지','진커피(GENE Coffee)','커피숍','194485.1063','445600.7627'
'82699','1','서울특별시 동작구 상도동 170-26','카페마루','커피숍','194737.1488','444730.7331'
'82703','1','서울특별시 동작구 흑석동 8-37번지','프랑세즈','커피숍','196772.4771','445080.3834'
'82705','1','서울특별시 동작구 상도동 521번지 상도 더샾아파트','카페자이고(cafe zygo)','커피숍','194887.7894','444431.008'
'82706','1','서울특별시 동작구 흑석동 184-8번지','설빙서울중앙대점','커피숍','196465.5445','445107.9496'
'82708','1','서울특별시 동작구 상도1동 628번지 나들목','익스큐즈미','커피숍','195468.1359','444633.0993'
'82709','1','서울특별시 강서구 가양동 1458번지 1층 B동 4호','더베스트커피','커피숍','185983.8367','452051.6029'
'82710','1','서울특별시 강서구 내발산동 645-1번지 1층','이디야커피 발산역점','커피숍','185654.2864','450652.2356'
'82713','1','서울특별시 강서구 가양동 1498-0번지 강서한강자이타워 (지상 1층) A동 110호','감성커피 가양점','커피숍','186501.2332','451485.2519'
'82722','1','서울특별시 강동구 성내동 415-8번지 1층 9호','이디야커피','커피숍','211976.2692','447462.0772'
'82723','1','서울특별시 강서구 화곡동 923-3번지 (지상 1층)','템페스트','커피숍','185906.806','447437.7689'
'82725','1','서울특별시 동작구 상도1동 646-2번지','카페필림','커피숍','195654.4034','444722.9088'
'82726','1','서울특별시 동작구 상도동 7-84번지 1층','커피나무 중앙대후문점','커피숍','195786.0347','444735.4826'
'82727','1','서울특별시 동작구 흑석동 183-5번지 2층','탐앤탐스 중앙대점','커피숍','196474.5831','445084.3105'
'82728','1','서울특별시 강서구 화곡동 353-56번지 (지상 1층)','드립하우스(화곡점)','커피숍','186012.94','447837.8133'
'82729','1','서울특별시 강북구 수유동 468-40번지 (인수봉길 134)(지상1층)','Do Do 카페','커피숍','201159.4894','458798.8249'
'82731','1','서울특별시 강서구 화곡동 1066-10번지 지상 1층 105호','쥬씨','커피숍','185582.0072','448778.3567'
'82734','1','서울특별시 강동구 길동 411-7번지','달커피','커피숍','212325.4803','448282.7698'
'82735','1','서울특별시 강동구 암사동 506-7번지 광림빌딩 1층','까페데안띠구아(cafe de Antigua)','커피숍','211327.5944','450329.3449'
'82736','1','서울특별시 강동구 명일동 270번지 삼익가든아파트상가 105호','컨테인커피','커피숍','212983.466','449447.8274'
'82740','1','서울특별시 강서구 염창동 273-9번지 우리프리머스 (지상 1층) 101동 101~102호','이디야 등촌동점','커피숍','188079.5243','449956.2138'
'82742','1','서울특별시 강서구 마곡동 757-3번지 마곡나루역보타닉비즈타워 (지상 1층) 112호','메가커피 마곡점','커피숍','184609','451839'
'82743','1','서울특별시 강서구 등촌동 516-4번지 (지상 1층)','프롬플랜츠','커피숍','187582.4011','449309.6291'
'82745','1','서울특별시 강서구 가양동 449-19번지 가양이마트','취영루','커피숍','187761.1943','450640.2145'
'82748','1','서울특별시 강서구 화곡동 1114-22 (지상 1층)','떠블유(W)','커피숍','187031.6275','450234.2894'
'82749','1','서울특별시 강서구 화곡동 781-4번지 (지상 2층)','탐앤탐스 목동사거리점','커피숍','187864.4857','447729.1143'
'82750','1','서울특별시 동작구 상도동 156-40','푸에르(PUER)','커피숍','195091.3019','444629.2548'
'82751','1','서울특별시 강서구 화곡동 1067-20번지 (지상 2층)','이디야 화곡로점','커피숍','185478.5254','448746.6072'
'82752','1','서울특별시 강서구 화곡동 1165-1번지 강서힐스테이트 (지상 1층) 상가동 131호','커피베이(강서힐스테이트점)','커피숍','185509.1655','449450.0697'
'82754','1','서울특별시 동작구 노량진동 83-7','커피어반','커피숍','194861.1806','445575.8177'
'82760','1','서울특별시 동작구 대방동 17-26','지노(JiNo)','커피숍','193953.1234','445146.0966'
'82765','1','서울특별시 동작구 상도동 20-8','커피나무상도2호점','커피숍','195266.1252','444837.213'
'82766','1','서울특별시 동작구 사당동 1005-1','안다미로','커피숍','198129.3954','442675.6333'
'82768','1','서울특별시 동작구 노량진동 57-1번지','이삭토스트메가스터디타워점','커피숍','194772.9754','445623.0802'
'82769','1','서울특별시 동작구 상도동 209-18번지','쥬씨국사봉점','커피숍','194943.5851','444036.365'
'82770','1','서울특별시 동작구 사당동 150-3','이디야 이수중앙점','커피숍','198088.603','442497.5249'
'82771','1','서울특별시 동작구 노량진동 83-10번지','제일스터디카페','커피숍','194866.3024','445554.4204'
'82775','1','서울특별시 동작구 사당동 265-67','커피나무남성역점','커피숍','197529.4127','442317.226'
'82783','1','서울특별시 강북구 미아동 70-6번지 (도봉로62) 9층','엔젤리너스커피','커피숍','202625.6463','456875.974'
'82789','1','서울특별시 동작구 사당동 161-105','코코라움','커피숍','197868.9698','442673.1931'
'82790','1','서울특별시 동작구 사당동 248-6 사당문화회관','제이스커피','커피숍','197242.7742','442502.8193'
'82793','1','서울특별시 동작구 노량진동 67-9','할리스커피 노량진역점','커피숍','194919.4081','445748.3172'
'82794','1','서울특별시 강동구 천호동 454-63번지 3.4층','포춘','커피숍','211170.541','448520.2131'
'82796','1','서울특별시 동작구 사당동 206-96','루아르 커피 바 ruar coffee bar','커피숍','196950.2671','442804.8446'
'82797','1','서울특별시 동작구 사당동 232-17번지','주식회사 미스꼬레아','커피숍','197207.7364','442466.1901'
'82803','1','서울특별시 동작구 사당동 1131번지','베이글카페','커피숍','197390.1432','442578.0473'
'82804','1','서울특별시 동작구 노량진동 89-9번지','컴포즈커피 노량진점','커피숍','194956.0882','445601.5692'
'82806','1','서울특별시 동작구 상도동 509-2번지','공부하기좋은카페오늘','커피숍','196441.7554','443596.0578'
'82807','1','서울특별시 동작구 신대방동 348-8','셀렉토커피 신대방삼거리역점','커피숍','193698.2358','443940.417'
'82809','1','서울특별시 강서구 내발산동 702-22번지 (우장산동) 1호','타르데마 베이커리','커피숍','185521.6065','449860.5106'
'82813','1','서울특별시 강서구 등촌동 699-1번지 (지상 1층)','베이커리 & 커피 몽소','커피숍','186344.0832','450874.2452'
'82814','1','서울특별시 강서구 공항동 1340-5번지 (지상 1층)','유로시안','커피숍','183659.6217','450293.974'
'82815','1','서울특별시 동작구 사당동 139-22번지','디피스트','커피숍','198178.7618','442801.6433'
'82820','1','서울특별시 강북구 미아동 135-2번지 (도봉로 18길 88)','달콩','커피숍','202482.4934','457550.4167'
'82822','1','서울특별시 동작구 신대방동 344-4번지','커피집','커피숍','193529.4491','443890.3843'
'82825','1','서울특별시 강북구 미아동 35-4번지 (도봉로 32)트레지오 9002호','커피앤그릴','커피숍','202642.446','456636.3082'
'82828','1','서울특별시 강서구 등촌동 513-1번지 (등촌2동) 3호','쥬씨 영일고점','커피숍','187741.8199','449247.6777'
'82831','1','서울특별시 강서구 마곡동 797-14번지 외 1필지 힐스테이트에코마곡 (지상 1~2층) 111호 207호','Cafe Hwarim(화림)','커피숍','185573','450813'
'82832','1','서울특별시 강서구 화곡동 1095-4번지 (지상1층)','(주)커피빈코리아강서그랜드 아이파크점','커피숍','186757.8454','450234.4389'
'82833','1','서울특별시 강서구 화곡동 341-96번지 (지상1층)','빽다방 까치산역점','커피숍','186386.5876','447781.1418'
'82836','1','서울특별시 동작구 상도동 365-1번지','희야(HEE-YA)','커피숍','194477.9257','444726.1571'
'82838','1','서울특별시 강동구 성내동 551-3번지 1층','카페 인(Cafe in)','커피숍','210808.2531','447406.5309'
'82841','1','서울특별시 강서구 마곡동 757-5번지 안강프라이빗타워 (지상 1층) 110호','공차','커피숍','184723','451825'
'82843','1','서울특별시 강서구 공항동 434-2번지 외 3필지 (지상 1층)','커피볶는 남자','커피숍','182963.9254','451015.0312'
'82852','1','서울특별시 강서구 화곡동 857-14번지 (지상 1층)','달리는커피 화곡점','커피숍','187016.9746','447593.17'
'82858','1','서울특별시 동작구 사당동 323-16','린도','커피숍','197770.9352','442367.6808'
'82859','1','서울특별시 동작구 사당동 180','솔루나카페','커피숍','197156.7989','443402.9564'
'82869','1','서울특별시 강서구 화곡동 1062-2번지 (지상3층)','스터디 카페 애플트리','커피숍','185842.9843','448931.4375'
'82872','1','서울특별시 강서구 마곡동 739-3번지 에스비타운(지상1층) 119호','우리동네 마곡 일등커피집','커피숍','183897','451681'
'82873','1','서울특별시 강서구 방화동 801번지 국제청소년센터(지상1층)','까페마켓','커피숍','183112.4853','453018.0373'
'82876','1','서울특별시 강서구 마곡동 772-8번지 에이스프라자 (지상 1층) 106호','만랩커피 마곡LG사이언스파크점','커피숍','185200','450940'
'82879','1','서울특별시 강동구 명일동 152번지','커피숲(coffee copse)','커피숍','213685.1049','449572.5547'
'82881','1','서울특별시 동작구 흑석동 227-3번지','카페 아드리아','커피숍','196504.9825','444868.9785'
'82883','1','서울특별시 동작구 신대방동 338-17','하지커피(haji coffee)','커피숍','193684.0478','443970.8467'
'82886','1','서울특별시 동작구 상도동 359-3','커피나무 장승배기점','커피숍','194319.3247','444686.7556'
'82888','1','서울특별시 동작구 상도1동 366-4번지','모코커피창고','커피숍','195543.3955','444313.6036'
'82889','1','서울특별시 금천구 가산동 550-15번지','까페마루','커피숍','189188.7476','441601.0479'
'82890','1','서울특별시 동작구 상도동 467 1층','커피향기','커피숍','195668.2005','444069.6192'
'82893','1','서울특별시 강서구 화곡동 811-31번지 (지상 1층)','카페리필','커피숍','187579.2849','447970.8014'
'82894','1','서울특별시 강서구 마곡동 739-3번지 에스비타운 (지상 11층) 1102호','블럭캠퍼스 마곡','커피숍','183897','451681'
'82895','1','서울특별시 강서구 화곡동 1015-4번지 (지상1층)','카페푸릇','커피숍','185224.4602','449194.4197'
'82897','1','서울특별시 강서구 마곡동 735번지 마곡엠밸리2단지 상가동 105호','커피메소딕(COFFEE METHODIC)','커피숍','184118.2632','451919.586'
'82899','1','서울특별시 강서구 내발산동 722-14번지 (지상 1층)','아마스빈 버블티 우장산역점','커피숍','185285.5578','449550.0339'
'82901','1','서울특별시 강서구 화곡동 1140-0번지 태영방송인아파트 (지상 1층) 상가동 104~105호','봉제산 아래 커피집','커피숍','187003.8706','448367.7436'
'82904','1','서울특별시 동작구 노량진동 222-13','카페스토리','커피숍','195157.2486','445321.0731'
'82906','1','서울특별시 동작구 노량진동 215-186 1층','카페디차','커피숍','195202.8957','445197.9247'
'82907','1','서울특별시 강서구 방화동 483-5 1동 106호','빽다방 방화사거리점','커피숍','183242.5005','452392.8626'
'82908','1','서울특별시 강서구 방화동 830-2번지 하이포트 114호','커피베이 방화역점','커피숍','183382.8616','452713.5052'
'82910','1','서울특별시 강서구 등촌동 639-11번지 지상 1층','홈플러스 어라운드홈','커피숍','187119.9482','450691.5932'
'82912','1','서울특별시 강서구 마곡동 760-0번지 마곡나루역보타닉푸르지오시티 (지상 1층) 140호','티블랙마곡점','커피숍','184650','451667'
'82914','1','서울특별시 강북구 우이동 71-34 1층','커피브로','커피숍','201028.711','461003.3656'
'82918','1','서울특별시 동작구 사당동 268-33','카페누라','커피숍','197456.2147','442370.1025'
'82920','1','서울특별시 동작구 노량진동 57-1번지 메가스터디타워','잇츠리얼타임카페','커피숍','194772.9754','445623.0802'
'82921','1','서울특별시 동작구 상도동 192-45 중앙일보노량진센타','카페하랑','커피숍','194200.7152','444455.9584'
'82923','1','서울특별시 강동구 성내동 534-18','원두볶는 사람들','커피숍','210940.3103','447618.4576'
'82924','1','서울특별시 강동구 성내동 563-4번지 101호','킹콩카페','커피숍','211034.5288','447242.601'
'82925','1','서울특별시 동작구 상도동 181-20 (2층)','플로마(Floma)','커피숍','194565.7638','444607.2475'
'82928','1','서울특별시 강북구 수유동 386-2번지 1층','요거프레소 가오리역점','커피숍','201443.8563','459804.2994'
'82932','1','서울특별시 금천구 독산동 967-10번지','이디야(시흥대로점)','커피숍','191000.581','441543.6236'
'82936','1','서울특별시 강서구 내발산동 706-13번지 (지상1층)','카페세라','커피숍','185660.4899','449862.9111'
'82937','1','서울특별시 강서구 마곡동 773-1번지 마곡역센트럴푸르지오시티 (지상 1층) 103호','카페아에','커피숍','184756','450942'
'82938','1','서울특별시 강서구 화곡동 1096-9번지 (지상 1층)','카페 에스크(Cafe esk)','커피숍','186750.7955','450295.4023'
'82946','1','서울특별시 금천구 가산동 680-0번지 우림라이온스밸리 2차 111호','플레이버커피','커피숍','190050.9036','440523.4975'
'82948','1','서울특별시 강북구 수유동 63번지 1층 101호','써니사이드','커피숍','202000.5137','458815.9777'
'82953','1','서울특별시 강서구 화곡동 340-5번지','토프레소 까치산점','커피숍','186422.2631','447969.7772'
'82958','1','서울특별시 강서구 가양동 1498-0번지 강서한강자이타워 (지상 1층) B동 109호','커피 101 스트릿 강서자이타워점','커피숍','186501.2332','451485.2519'
'82962','1','서울특별시 강서구 화곡동 898-1번지 (지상1층)','쉴만한 물가','커피숍','186424.3917','447580.5448'
'82966','1','서울특별시 강북구 미아동 864-19번지','커피온리 미아사거리역점','커피숍','202572.2302','456698.4103'
'82973','1','서울특별시 강서구 화곡동 1131-15번지 (지상 1층) 101호','카페 엘리스라운지','커피숍','187011.7853','450058.245'
'82976','1','서울특별시 강서구 염창동 248-3번지 삼성하나로아파트상가 1층 104~105호','커피베이 강서염창점','커피숍','188611.3283','449936.9551'
'82977','1','서울특별시 강서구 방화동 451-11번지 동진빌딩 (지상 1층)','방화동커피볶는집','커피숍','183411.1345','452412.972'
'82978','1','서울특별시 강서구 공항동 45-10번지 외 1필지 (지상 1층)','게이트 4','커피숍','183147.6784','451207.0598'
'82988','1','서울특별시 강서구 내발산동 651번지 (지상1층)','아리아 커피','커피숍','185835.6311','450596.0502'
'82990','1','서울특별시 동작구 사당동 252-17번지 113호','커피브라운','커피숍','197486.5016','442493.7815'
'82991','1','서울특별시 강서구 화곡동 1082-25번지 엘리시아 (지상 1층) B동 101호','커피 블랙빈','커피숍','185495.4476','448611.7068'
'82992','1','서울특별시 강서구 화곡동 1029-42번지 (지상 1층)','그레이','커피숍','185684.6744','449148.0426'
'82993','1','서울특별시 강서구 염창동 281-25번지 강서꿈꾸는어린이도서관','꿈뜨락북카페','커피숍','188737.2392','449462.9697'
'82994','1','서울특별시 강서구 마곡동 751번지 마곡엠밸리15단지 1층 상가동 102-1호','브런치팩토리','커피숍','184907.5563','450884.6154'
'82995','1','서울특별시 강서구 화곡동 1060-30번지 (지상 1층)','헤르지움 팜','커피숍','185983.8447','448981.9022'
'83000','1','서울특별시 강서구 마곡동 776-4번지 외 1필지 엠코지니어스타 (지상 1층) B동 106호','쥬씨 양천향교역점','커피숍','185830','451679'
'83008','1','서울특별시 강서구 마곡동 784-1번지 대성석유(주)제1동 (지상 1~2층)','(주)커피빈코리아 양천향교역점','커피숍','',''
'83010','1','서울특별시 동작구 사당동 303-73','세븐일레븐 남성중앙점','커피숍','197476.0794','441783.9416'
'83011','1','서울특별시 동작구 사당동 1031-36','오늘의커피','커피숍','198264.5382','441983.9479'
'83012','1','서울특별시 강서구 방화동 247-144번지 (지상1층)','클로이 커피(CHLOE COFFEE)','커피숍','183583.3423','451786.8213'
'83013','1','서울특별시 강서구 화곡동 359-86번지 1층','커피브로스','커피숍','185701.5395','447825.3666'
'83017','1','서울특별시 강북구 수유동 118-1번지','커피마마','커피숍','201594.4707','459133.9807'
'83021','1','서울특별시 강서구 방화동 484-16 (지상 1~3층)','쥬씨 방화사거리점','커피숍','183218.8471','452383.9598'
'83026','1','서울특별시 동작구 노량진동 211-35 1층','카페Bien','커피숍','195118.0381','445424.2118'
'83028','1','서울특별시 강서구 마곡동 795-7번지 열린프라자 (지상 8층) 806호','놀숲 마곡발산점','커피숍','185593','450880'
'83029','1','서울특별시 강서구 화곡동 342-1번지 (지상 1층)','까치산커피','커피숍','186574.6842','447752.4002'
'83030','1','서울특별시 강서구 공항동 19-16번지 (지상 1층)','푸른풀밭(Green Pastures)','커피숍','183483.9824','451253.5388'
'83034','1','서울특별시 강서구 등촌동 696-0번지 세신그린코아 (지상 1층) 101~102호','빽다방 등촌성당점','커피숍','186301.8755','450896.9925'
'83037','1','서울특별시 강서구 가양동 1498-0번지 강서한강자이타워 (지상 2층) A동 213-1호','올리브카페','커피숍','186501.2332','451485.2519'
'83041','1','서울특별시 강서구 내발산동 680-0번지 (지하 1층)','파이어 앤드 아이스','커피숍','185306.0261','450108.118'
'83043','1','서울특별시 강서구 마곡동 797-4 발산파크프라자 (지상 1층) 109호','개스타운 커피','커피숍','185504','450769'
'83044','1','서울특별시 강서구 공항동 1335-9번지 (지상1~2층)','커피에 반하다 공항점','커피숍','183527.4636','450206.1613'
'83045','1','서울특별시 강서구 마곡동 747-0번지 마곡엠밸리10단지 (지상 1층) 판매시설동 101호','Cafe um plate(카페움플레이트)','커피숍','184042','450799'
'83046','1','서울특별시 강서구 공항동 55-181번지 101호','콩아의 카페 공간','커피숍','183389.919','450692.9371'
'83047','1','서울특별시 강서구 등촌동 655-35번지 은혜빌딩 (지상 1 ~ 2층)','커피 1984','커피숍','187076.6608','450395.5584'
'83052','1','서울특별시 동작구 상도동 535번지','St.535로스터리카페','커피숍','194870.3844','444631.1127'
'83053','1','서울특별시 강서구 마곡동 796-3번지 외 1필지 마곡사이언스타워 (지상 1층) 121호','카페미뇽(cafe mignon)','커피숍','185247','450934'
'83056','1','서울특별시 강서구 내발산동 750-9번지 웨스트엔드문화센터 (지상 1층) 103~104호','이디야커피 마곡수명산점','커피숍','184615.2625','450059.8126'
'83059','1','서울특별시 강서구 등촌동 506-25번지 (지상1층)','장수커피','커피숍','187812.19','449829.7142'
'83063','1','서울특별시 동작구 상도동 322-17번지','빽다방신대방삼거리점','커피숍','193747.6113','444077.6473'
'83064','1','서울특별시 관악구 신림동 1474-23번지 지상1층','탐앤탐스 난곡사거리점','커피숍','192342.6674','442140.9258'
'83065','1','서울특별시 강동구 길동 445-1번지 (101호)','이디야(강동SK허브점)','커피숍','211855.3435','448152.7256'
'83067','1','서울특별시 강서구 내발산동 750-9번지 3층 301호','키즈팡팡','커피숍','184615.2625','450059.8126'
'83070','1','서울특별시 동작구 상도동 475-5','스타벅스커피숭실대입구역점','커피숍','195819.4551','444158.1283'
'83071','1','서울특별시 강서구 화곡동 368-6번지 (지상1층)','테이크 온 미(Take on me)','커피숍','185816.2771','448306.6851'
'83076','1','서울특별시 강서구 마곡동 774-0번지 에스에이치빌딩 (지상 1층) 102호','커피베이마곡역점','커피숍','184954','450846'
'83078','1','서울특별시 강서구 등촌동 656-0번지 경동미르웰한울림 101동 101호','강서커피','커피숍','186992.1353','450564.4014'
'83079','1','서울특별시 강서구 등촌동 678-14번지 그랜드백화점 (지상 1층) 주차장동','스타벅스커피 발산역점','커피숍','185732.4244','450884.5288'
'83080','1','서울특별시 강서구 염창동 240-21번지 우림 블루나인 비지니스센터 (지하1층)','에스지에이(SGA)카페테리아','커피숍','187952.56','450562.0202'
'83081','1','서울특별시 강서구 등촌동 648-4 (지상 1층)','투썸플레이스 등촌역점','커피숍','187926.0777','449953.2911'
'83083','1','서울특별시 강서구 등촌동 655-21번지 (등촌1동)','로지','커피숍','187231.2832','450444.9945'
'83085','1','서울특별시 강서구 화곡동 373-13번지 (화곡1동)','명랑핫도그 화곡중앙시장점','커피숍','185581.2704','448033.5863'
'83086','1','서울특별시 강서구 염창동 282-19번지 현대아이파크아파트 (지상 1층) 101호','더리터 염창역점','커피숍','188953.2931','449482.9953'
'83087','1','서울특별시 강서구 마곡동 773-2번지 마곡지엠지타워 (지상 1층) 117일부~120호','스타벅스 마곡GMG점','커피숍','184816','450938'
'83089','1','서울특별시 강서구 화곡동 1049-47번지 1층','메리하하(Merry Haha)','커피숍','185616.3551','448842.2211'
'83091','1','서울특별시 강서구 화곡동 158-19번지','좋은 씨앗','커피숍','186772.6588','447821.271'
'83092','1','서울특별시 강서구 화곡동 343-2번지 (화곡1동)','떼루와 까치산역점','커피숍','186336.7019','447777.6442'
'83093','1','서울특별시 강서구 마곡동 784-13 아르디에 (지상 1층) 112호','카페뚜또(CafeTutto)','커피숍','185758','451264'
'83094','1','서울특별시 강서구 등촌동 655-38번지 (등촌1동)','쥬씨 강서하이웨이점','커피숍','187076.5094','450365.5433'
'83097','1','서울특별시 강서구 마곡동 746-1번지 마곡엠밸리12단지 (지상 1층) 판매시설3동 103호','규''s 커피','커피숍','184285','450864'
'83099','1','서울특별시 강서구 마곡동 794-1번지 우성에스비타워 (지상 1층) 116호','생활커피 발산점','커피숍','185660','450884'
'83100','1','서울특별시 강서구 마곡동 773-3번지 힐스테이트에코동익 (지상 1층) 상가-131호','이디야 마곡역점','커피숍','184848','450852'
'83103','1','서울특별시 동작구 상도동 506-2 (1층)','요거프레소','커피숍','196231.0418','443637.4801'
'83104','1','서울특별시 동작구 대방동 501번지 대림아파트상가동 214호','앤츠','커피숍','193273.484','445011.2501'
'83105','1','서울특별시 강서구 방화동 606-103번지 1~2층','커피베이 강서공항점','커피숍','183319.6984','451505.7791'
'83107','1','서울특별시 동작구 사당동 1007-41번지','할리스커피 이수역점','커피숍','198304.7528','442426.4889'
'83109','1','서울특별시 강서구 마곡동 746-1번지 마곡엠밸리12단지 (지상 1층) 판매시설2동 106호','순수커피','커피숍','184285','450864'
'83110','1','서울특별시 강서구 공항동 1375-0번지 로얄리빙텔 (지상 1층) 101호','투썸 강서 송정역점','커피숍','183171.1016','450946.9091'
'83111','1','서울특별시 강서구 마곡동 776-6번지 새싹타워 (지상 1층) 1~2호','스타벅스 양천향교역','커피숍','185852','451639'
'83112','1','서울특별시 강서구 방화동 547-12번지 (지상 1층) 101호','몽키바나나','커피숍','183040.3984','451953.8485'
'83113','1','서울특별시 강서구 화곡동 772-67번지 (지상1~3층)','스타벅스 화곡DT점','커피숍','187838.2316','448093.6329'
'83119','1','서울특별시 동작구 상도동 493-10','시니어카페카리스','커피숍','195850.2323','443567.9597'
'83129','1','서울특별시 동작구 상도동 183-7번지','초록상어','커피숍','194506.6006','444625.3449'
'83134','1','서울특별시 동작구 노량진동 126-6번지 휘소항쉬법빌딩','마이스터디카페','커피숍','195077.3577','445597.5107'
'83139','1','서울특별시 동작구 사당동 1005-30번지','경이로운','커피숍','198143.4684','442300.4391'
'83141','1','서울특별시 동작구 상도동 191-2','컬러브루니','커피숍','194201.3111','444504.0275'
'83144','1','서울특별시 동작구 사당동 139-32번지','쥬스식스이수역점','커피숍','198300.1887','442825.8561'
'83152','1','서울특별시 강서구 마곡동 745-1번지 강서세무서 (지상 6층)','(주)에이치케이푸드 강서세무서','커피숍','184146','451120'
'83161','1','서울특별시 강서구 가양동 449-21번지 한화비지메트로2차 (지상 1층) 104일부호','커피에반하다 강서가양점','커피숍','187733.1609','450747.9522'
'83162','1','서울특별시 강서구 마곡동 770-0번지 엘지사이언스파크 (지하 1층) W동','엘지사이언스파크 지 카페','커피숍','',''
'83163','1','서울특별시 강서구 마곡동 770-0번지 엘지사이언스파크 (지하 1층) W동','엘지사이언스파크 엘 카페','커피숍','',''
'83169','1','서울특별시 강서구 화곡동 349-15번지 (지상 1층)','이디야커피(까치산역)','커피숍','186250.2041','447918.396'
'83171','1','서울특별시 강서구 가양동 1472-0번지 외 1필지 장애인자립장 및 보훈회관 (지상 1층)','향기있는 카페','커피숍','186837.3601','451692.3966'
'83173','1','서울특별시 동작구 흑석동 221 중앙대생활관 지하1층','커피앤드','커피숍','196122.6786','444705.5302'
'83174','1','서울특별시 동작구 노량진동 311-8번지 청화병원내','그린빈','커피숍','194640.5137','444993.6777'
'83176','1','서울특별시 동작구 대방동 394-7','카페몽소','커피숍','193556.6076','444199.8904'
'83178','1','서울특별시 동작구 상도동 356-224','커피대장','커피숍','194123.8436','444517.0504'
'83179','1','서울특별시 동작구 노량진동 119-64','더벤티노량진점','커피숍','194989.9067','445555.2971'
'83180','1','서울특별시 동작구 사당동 139-21','하늘을걷는고양이카페','커피숍','198251.3074','442806.5001'
'83182','1','서울특별시 강동구 암사동 434-3번지','놀이터','커피숍','212168.4014','450035.898'
'83184','1','서울특별시 동작구 흑석동 184-27번지','매머드커피 중앙대점(11호점)','커피숍','196444.938','445059.9237'
'83186','1','서울특별시 동작구 신대방동 395-69','아쉐르&카리스','커피숍','193218.364','443239.5811'
'83188','1','서울특별시 동작구 사당동 268-20','제일커피','커피숍','197425.9835','442331.2403'
'83190','1','서울특별시 강동구 둔촌동 555번지 신동아아파트 상가 105호','잎과콩','커피숍','212455.6774','447442.1585'
'83193','1','서울특별시 동작구 노량진동 52-4번지','원투원휘트니스','커피숍','194748.3229','445553.8238'
'83194','1','서울특별시 동작구 상도동 535','셀렉토커피상도두산점','커피숍','194870.3844','444631.1127'
'83195','1','서울특별시 동작구 노량진동 112-5 1층','꼴깍까페','커피숍','194945.667','445752.4402'
'83198','1','서울특별시 강서구 내발산동 700-5번지 (지상 1층)','브라운씨','커피숍','185354.9529','449967.3929'
'83200','1','서울특별시 강서구 마곡동 760-0번지 마곡나루역보타닉푸르지오시티 (지하 1층) 130호','카페 글루세라(Glue Sera)','커피숍','184650','451667'
'83203','1','서울특별시 동작구 사당동 213-4','이타시아(eatasia)','커피숍','197047.7658','442746.5549'
'83204','1','서울특별시 강서구 마곡동 794-1번지 우성에스비타워 (지상 10층) 1001일부호','까페 드 도서관','커피숍','185660','450884'
'83210','1','서울특별시 강서구 가양동 1458-7번지 (지상1층)','요거프레소 양천향교점','커피숍','186100.5104','452014.5019'
'83213','1','서울특별시 동작구 상도1동 682번지 지층','오드리(Audry) 북카페','커피숍','195353.6692','444616.2803'
'83216','1','서울특별시 동작구 사당동 218-14번지 1층','타타','커피숍','197151.2354','442692.1159'
'83217','1','서울특별시 동작구 흑석동 184-24번지 3층','나귀와플라타너스','커피숍','196454.2444','445071.4256'
'83220','1','서울특별시 동작구 신대방동 710','선한이웃','커피숍','192285.6016','443756.2131'
'83221','1','서울특별시 동작구 상도동 159-74번지','빙달','커피숍','195103.83','444441.7814'
'83222','1','서울특별시 동작구 사당동 263-17','디저트프로젝트','커피숍','195582.643','444333.6526'
